orderId,productid,customerid,orderdate,returnstatusid,late,sales,orderquantity,unitprice,profit,shippingcost
23809,471,1407,2012-06-04,0,Late,86.61,7,12.97,15.69,1.49
2885,819,1407,2012-09-18,0,Late,712.18,46,15.42,13.98,5.41
16802,379,1407,2011-04-20,0,Late,2703.45,26,95.99,-445.04,35.0
32582,1176,255,2009-06-25,1,NotLate,2780.88,27,105.34,595.38,24.49
41895,427,255,2011-01-10,0,Late,27663.92,8,3499.99,-391.92,24.49
11301,997,255,2012-03-22,0,NotLate,1194.96,29,39.98,107.45,4.0
42982,1176,1412,2012-07-27,0,Late,1318.34,12,105.34,464.05,24.49
50209,594,1412,2010-09-10,0,NotLate,53.3,2,20.89,-46.2,11.52
50209,1069,1412,2010-09-10,0,Late,1863.02,34,55.48,823.26,6.79
17799,1176,1482,2012-09-20,0,Late,149.51,8,16.98,-31.11,12.39
11460,386,70,2010-08-24,0,Late,102.24,30,3.69,37.79,0.5
14819,73,70,2010-01-25,0,Late,9062.73,48,207.48,3122.78,0.99
14819,720,70,2010-01-25,0,NotLate,1584.1,27,58.14,-478.22,36.61
41063,596,70,2012-11-21,0,Late,483.96,22,21.38,-34.09,8.99
41063,753,70,2012-11-21,0,Late,308.363,10,35.99,42.27,0.99
41063,1218,70,2012-11-21,0,Late,1911.4035,26,85.99,822.89,1.25
21509,386,214,2012-07-03,0,Late,47.93,13,3.69,15.82,0.5
20194,300,214,2012-03-13,0,Late,194.29,10,20.24,68.89,6.67
52326,820,214,2010-08-04,0,Late,152.28,41,3.81,-154.81,5.44
12897,386,544,2011-07-18,0,NotLate,141.49,39,3.69,59.92,0.5
3266,1234,544,2011-03-16,0,Late,17.12,4,3.8,-2.55,1.49
59108,1202,544,2011-10-07,0,Late,68.53,21,3.28,-59.97,3.97
49125,312,544,2009-03-29,0,Late,177.41,29,5.78,-116.05,7.64
39430,105,544,2009-06-13,0,Late,877.97,29,30.98,-144.2,6.5
59108,1076,544,2011-10-07,0,Late,4215.83,39,125.99,972.19,8.99
14023,86,544,2010-02-20,0,NotLate,498.16,48,9.99,40.61,5.12
12897,1014,544,2011-07-18,0,NotLate,211.55,31,6.48,-120.95,7.91
14023,1096,544,2010-02-20,0,Late,711.1,36,21.38,241.08,2.99
41604,397,544,2009-02-10,0,NotLate,138.24,22,6.37,-48.22,5.19
25669,386,721,2011-01-16,0,NotLate,45.63,12,3.69,15.42,0.5
42213,945,721,2011-03-21,0,Late,110.96,46,2.61,35.92,0.5
38087,273,721,2009-02-21,0,NotLate,901.81,18,49.99,-76.89,19.99
23271,1251,721,2010-11-03,0,NotLate,794.58,1,808.49,-1748.34,55.3
6433,386,772,2011-11-22,0,NotLate,159.26,41,3.69,73.89,0.5
48135,1200,772,2009-04-19,0,Late,3960.99,20,199.99,631.33,24.49
26948,934,772,2011-11-22,0,NotLate,203.55,21,9.11,38.6,2.25
48642,898,772,2010-02-01,0,NotLate,111.83,36,2.94,19.36,0.7
48642,1123,772,2010-02-01,0,NotLate,4159.628,50,95.99,1332.91,4.9
10627,727,772,2010-02-24,0,Late,40.23,4,7.77,-30.26,9.23
13729,379,772,2009-01-01,1,Late,872.48,9,95.99,-342.91,35.0
3141,50,772,2011-11-09,0,Late,534.96,30,18.89,-26.72,3.17
18627,386,898,2010-12-20,0,NotLate,15.7,4,3.69,0.71,0.5
6050,111,898,2010-03-28,0,Late,261.94,3,80.97,-219.78,33.6
6050,714,898,2010-03-28,0,Late,9574.82,47,209.37,-505.98,69.0
28835,707,898,2012-03-31,0,Late,184.18,1,178.47,-112.44,19.99
8039,621,898,2012-08-23,0,NotLate,1199.7,37,30.98,3.22,19.51
22371,486,898,2009-04-04,0,NotLate,70.55,8,7.38,-66.17,11.51
26337,386,1174,2009-11-07,0,Late,153.27,45,3.69,60.29,0.5
9124,724,1174,2011-10-16,0,NotLate,2637.78,17,152.48,-0.84,6.5
6241,167,1174,2009-12-29,1,Late,5433.0895,29,205.99,1365.28,8.99
6241,544,1174,2009-12-29,1,Late,133.94,24,5.84,45.0,1.0
9124,187,1174,2011-10-16,0,Late,157.4,29,4.98,-118.56,7.28
12007,386,1553,2009-09-27,0,Late,152.26,42,3.69,64.99,0.5
13218,1256,1553,2009-05-16,1,NotLate,513.08,18,28.53,198.94,1.49
30885,757,1553,2010-06-21,0,NotLate,234.24,24,9.71,-151.8,9.45
16356,401,1553,2011-08-02,0,NotLate,157.94,6,22.98,9.15,4.5
11014,382,1553,2010-09-07,0,Late,158.79,13,11.7,1.16,5.63
13218,390,1553,2009-05-16,1,Late,98.8,16,5.98,-62.0,7.15
11495,493,61,2011-07-04,0,NotLate,965.69,6,146.34,-144.2,43.75
12289,1132,61,2011-12-24,0,Late,3019.41,25,120.97,1269.05,7.11
19078,681,61,2009-07-27,1,NotLate,256.12,21,11.97,-18.19,4.98
37634,623,61,2012-05-21,0,NotLate,368.18,32,12.21,-36.78,4.81
34631,667,61,2009-10-23,0,NotLate,22.06,5,3.36,-22.28,6.27
34631,362,61,2009-10-23,0,Late,12616.2,19,699.99,2808.22,24.49
36229,493,567,2012-09-21,0,Late,3590.33,24,146.34,-31.73,43.75
36229,1132,567,2012-09-21,0,Late,1465.29,12,120.97,373.5,7.11
21479,100,567,2009-08-28,0,NotLate,291.16,41,6.48,-89.47,6.57
20262,360,567,2009-12-26,0,NotLate,652.24,27,22.72,185.04,8.99
58210,249,567,2012-12-06,0,NotLate,144.03,38,3.58,-139.52,5.47
20577,87,567,2010-02-09,0,Late,611.68,15,39.06,134.75,10.55
24640,250,567,2011-01-29,0,NotLate,1379.98,12,113.98,-151.73,30.0
52327,724,567,2011-12-20,1,NotLate,3853.47,27,152.48,21.5,6.5
46566,154,567,2012-04-09,0,NotLate,1534.7,49,31.11,258.25,3.6
52327,1078,567,2011-12-20,1,Late,28.23,5,4.98,-14.69,4.7
13730,493,756,2011-05-09,0,Late,3617.64,26,146.34,-354.13,43.75
37987,493,1205,2009-07-03,0,NotLate,708.87,5,146.34,-270.85,43.75
47493,414,1205,2009-02-11,0,Late,9757.48,36,270.98,-96.05,50.0
2497,929,1205,2012-08-26,0,Late,3629.1175,21,205.99,636.03,5.26
22051,938,1205,2011-12-30,0,Late,209.33,39,4.98,-160.71,7.44
14884,1123,1205,2011-09-27,0,Late,473.9855,6,95.99,-301.68,4.9
37987,141,1205,2009-07-03,0,NotLate,299.07,26,12.53,137.47,0.49
25027,493,1516,2009-12-16,0,Late,3585.91,25,146.34,-178.54,43.75
42567,493,1577,2010-01-11,0,Late,1940.32,12,146.34,-18.81,43.75
37473,474,1577,2009-10-01,0,Late,88.23,42,2.18,-195.93,5.0
11911,35,62,2010-11-10,1,Late,397.84,25,15.22,-14.75,9.73
29287,443,62,2009-07-02,0,Late,281.39,50,5.74,-106.4,5.01
29287,538,62,2009-07-02,0,Late,12593.91,49,270.97,2699.67,28.06
38884,557,62,2012-08-17,0,NotLate,256.0,47,5.28,-119.84,5.66
38884,1153,62,2012-08-17,0,NotLate,6067.76,20,296.18,-98.05,54.12
53891,35,374,2009-01-22,0,NotLate,562.8,36,15.22,-17.45,9.73
33888,359,66,2009-08-20,0,NotLate,58.33,3,15.7,-35.08,11.25
21607,574,66,2012-03-15,0,Late,618.9,17,36.55,54.92,13.89
27111,927,66,2009-03-11,0,NotLate,774.0525,44,20.99,-96.34,3.3
27111,704,66,2009-03-11,0,Late,1064.23,11,99.99,-127.56,19.99
27111,578,66,2009-03-11,0,NotLate,3497.05,18,193.17,282.18,19.99
33888,1017,66,2009-08-20,0,Late,349.43,31,11.5,-44.92,7.19
33888,321,66,2009-08-20,0,Late,10377.22,47,225.02,965.48,28.66
40036,256,66,2010-06-07,0,NotLate,568.3355,10,65.99,-147.36,8.99
41184,359,78,2011-09-22,0,Late,120.03,7,15.7,-56.06,11.25
26854,1126,78,2009-06-21,0,NotLate,34.11,1,25.38,-12.95,8.99
35047,1075,78,2010-06-09,1,Late,148.17,31,4.71,-7.06,0.7
36707,509,78,2009-11-29,1,NotLate,181.78,47,3.78,71.56,0.71
45766,243,78,2010-05-07,0,Late,2522.21,37,63.94,1026.07,14.48
45766,811,78,2010-05-07,0,NotLate,4181.82,28,140.99,1765.48,13.99
450,359,184,2011-03-04,0,Late,543.72,35,15.7,-211.13,11.25
5318,1252,184,2010-04-03,0,NotLate,5010.7415,29,200.99,1196.37,4.2
1028,617,184,2009-01-05,0,NotLate,165.75,6,28.48,-28.46,1.99
450,622,184,2011-03-04,0,NotLate,1000.78,29,34.58,109.33,8.99
1028,606,184,2009-01-05,0,Late,2021.147,11,205.99,-60.39,5.99
5318,655,184,2010-04-03,0,Late,1042.25,8,131.12,195.16,0.99
6115,504,184,2010-09-11,0,NotLate,409.08,25,17.78,78.86,5.03
9123,464,184,2010-06-26,0,NotLate,384.9,27,14.03,-108.28,9.37
38117,359,977,2010-04-20,0,Late,481.27,28,15.7,-128.89,11.25
43874,891,977,2012-06-10,0,NotLate,153.28,46,3.28,-161.21,5.0
9926,122,977,2009-10-11,0,Late,158.83,25,5.77,-56.97,5.92
59969,359,1168,2012-01-11,0,NotLate,275.01,16,15.7,-87.11,11.25
55808,1114,1168,2011-02-14,1,Late,830.28,6,122.99,-382.98,70.2
57477,119,1168,2010-09-26,0,NotLate,3086.5115,45,85.99,1560.96,2.5
56161,147,1168,2012-04-14,0,Late,1504.22,38,39.99,118.97,10.25
47079,1027,1168,2011-12-16,1,Late,1069.85,34,31.76,-1179.39,45.51
55808,1006,1168,2011-02-14,1,Late,837.386,45,20.99,104.33,4.81
57477,837,1168,2010-09-26,0,Late,745.48,50,14.56,119.12,3.5
59969,237,1168,2012-01-11,0,Late,437.73,42,9.9,205.7,1.39
49062,636,1168,2012-04-11,0,Late,103.32,33,2.98,-25.68,2.03
56099,359,1305,2010-10-05,0,Late,96.03,6,15.7,-59.39,11.25
7776,1089,1305,2009-03-14,0,NotLate,934.216,6,179.29,-4.34,29.21
25926,1157,1305,2009-11-20,0,NotLate,3300.216,20,218.75,-855.03,69.64
19206,1247,1305,2010-03-30,0,Late,800.0,32,25.98,-210.3,14.36
33473,751,1305,2011-01-04,0,NotLate,600.22,50,12.98,27.86,3.14
7776,1212,1305,2009-03-14,0,NotLate,7223.59,36,200.98,1769.81,23.76
30374,446,1305,2010-03-21,0,NotLate,709.54,12,59.98,131.44,3.99
30374,617,1305,2010-03-21,0,NotLate,1220.08,42,28.48,515.64,1.99
20037,1231,1305,2009-01-10,0,Late,1009.42,35,29.18,339.58,8.55
25926,683,1305,2009-11-20,0,Late,331.54,23,14.27,9.41,7.27
19136,1056,1305,2010-08-04,0,Late,1372.9455,44,35.99,429.89,1.25
19206,184,1305,2010-03-30,0,Late,88.02,40,2.08,-6.54,1.49
20037,185,1305,2009-01-10,0,Late,15137.11,49,297.64,4913.16,14.7
49351,193,1305,2012-03-30,0,Late,109.92,27,3.98,24.75,0.83
56099,448,1305,2010-10-05,0,Late,122.35,11,10.98,-13.55,3.99
24422,1089,692,2011-12-29,0,Late,3467.28,20,179.29,-433.29,29.21
325,439,692,2010-10-16,0,Late,884.1275,9,115.99,-178.71,4.23
51783,1089,739,2011-11-11,0,Late,1875.18,10,179.29,-433.29,29.21
2150,1089,750,2009-06-02,0,Late,3905.75,21,179.29,55.3,29.21
41216,1089,1259,2009-07-01,1,Late,6865.072,45,179.29,1117.24,29.21
26951,1098,1259,2010-04-08,0,NotLate,451.81,3,150.98,-318.59,13.99
41216,221,1259,2009-07-01,1,NotLate,253.26,8,29.17,49.66,6.27
12096,982,59,2012-09-19,1,NotLate,8009.5925,46,200.99,2332.4,8.08
12096,632,59,2012-09-19,1,Late,4689.66,23,194.3,2176.19,11.54
16039,787,59,2012-05-16,0,NotLate,121.12,3,43.98,-118.82,1.99
36001,69,59,2011-03-28,0,Late,564.39,47,12.95,51.82,4.98
31169,634,59,2011-06-09,0,Late,254.76,6,40.97,109.88,14.45
36001,1238,59,2011-03-28,0,Late,1038.82,45,22.38,-78.36,15.1
6179,982,628,2009-06-02,0,Late,2690.7515,15,200.99,234.61,8.08
2244,1234,628,2010-01-08,0,Late,88.61,19,3.8,21.47,1.49
15271,455,628,2010-07-25,0,NotLate,2389.3,18,128.24,589.38,12.65
6179,791,628,2009-06-02,0,NotLate,477.53,50,9.78,197.76,1.39
15271,1056,628,2010-07-25,0,NotLate,222.258,7,35.99,-77.9,1.25
25860,258,628,2010-01-02,0,Late,1288.7785,23,65.99,-185.89,19.99
25860,694,628,2010-01-02,0,Late,740.2,9,83.98,239.94,5.01
54053,982,876,2012-02-14,0,NotLate,5634.3525,34,200.99,1185.41,8.08
11779,347,876,2010-06-29,0,NotLate,452.93,43,10.97,-172.34,6.5
42599,400,876,2009-04-06,0,NotLate,9459.94,31,300.98,2023.75,54.92
3397,654,876,2009-06-22,0,NotLate,30.61,11,2.88,-3.38,1.49
11779,958,876,2010-06-29,0,Late,311.1,45,6.88,86.6,2.0
42528,1164,876,2010-02-23,0,NotLate,200.7,29,6.48,-147.72,9.17
17543,982,1398,2012-05-25,0,Late,4300.626,26,200.99,685.21,8.08
17543,498,1398,2012-05-25,0,Late,1041.74,35,30.98,-51.74,17.08
17543,1178,1398,2012-05-25,0,NotLate,15.73,1,6.48,-9.17,9.54
16961,293,1398,2009-01-06,1,NotLate,46.86,27,1.7,-37.08,1.99
16961,581,1398,2009-01-06,1,Late,1089.59,34,30.98,433.24,5.09
12066,982,1492,2011-02-06,0,NotLate,4442.049,27,200.99,720.95,8.08
2756,1165,1492,2009-04-17,0,NotLate,1344.88,25,55.94,-13.77,4.0
2756,353,1492,2009-04-17,0,NotLate,248.54,42,6.3,111.75,0.5
21286,728,1492,2009-05-16,1,NotLate,280.39,17,14.42,9.33,6.75
17510,1235,1492,2012-10-30,0,NotLate,462.12,28,15.57,226.4,1.39
21572,632,237,2009-02-13,0,Late,8549.04,42,194.3,2861.01,11.54
26981,199,237,2012-08-30,0,NotLate,770.53,44,16.91,30.17,6.25
9409,724,237,2012-05-05,0,Late,1712.66,12,152.48,-390.77,4.0
16806,266,237,2010-06-17,0,NotLate,167.37,4,43.22,-132.15,4.0
16806,346,237,2010-06-17,0,Late,1026.6385,18,65.99,-201.05,19.99
26981,396,237,2012-08-30,0,NotLate,603.347,13,55.99,142.98,1.25
31872,694,237,2010-09-06,0,Late,2833.19,34,83.98,1409.87,5.01
31872,363,237,2010-09-06,0,Late,4452.65,30,159.31,-265.12,60.0
28451,632,457,2009-01-05,0,Late,4201.08,21,194.3,1162.76,11.54
28451,1103,457,2009-01-05,0,Late,4913.7,33,145.45,1054.93,17.85
32295,1086,457,2009-01-07,0,NotLate,607.597,11,65.99,-112.24,5.99
51524,410,457,2010-03-14,0,NotLate,2723.1,16,167.27,-446.31,35.0
4545,852,457,2010-01-16,0,Late,126.38,33,4.0,26.64,1.3
4545,588,457,2010-01-16,0,NotLate,33.1,4,6.48,-24.15,8.74
28451,378,457,2009-01-05,0,NotLate,8958.46,41,209.84,2593.14,21.21
51524,344,457,2010-03-14,0,Late,347.2675,20,20.99,-71.09,0.99
28001,632,805,2009-06-14,0,Late,4201.08,21,194.3,1162.76,11.54
6950,89,805,2012-03-26,0,Late,187.3995,4,55.99,-225.3,3.3
21639,632,1493,2011-02-02,0,NotLate,7814.59,38,194.3,3408.46,11.54
21639,481,1493,2011-02-02,0,NotLate,131.5,3,39.98,105.9,9.2
21639,692,1493,2011-02-02,0,NotLate,158.99,23,6.98,-197.13,9.69
21639,761,1493,2011-02-02,0,Late,145.15,24,5.94,-169.17,9.92
29410,1132,480,2009-09-17,1,NotLate,4186.53,35,120.97,1929.58,7.11
29410,1203,480,2009-09-17,1,Late,6057.27,36,195.99,1585.5,4.2
19204,597,480,2009-09-18,0,NotLate,233.92,27,8.75,-80.75,8.54
19204,949,480,2009-09-18,0,Late,1642.05,28,55.98,829.73,4.86
4515,1132,758,2012-03-16,0,NotLate,887.94,7,120.97,49.45,7.11
25249,1256,758,2012-11-06,0,Late,926.85,34,28.53,382.94,1.49
13381,641,758,2011-08-17,0,NotLate,10714.78,41,259.71,-627.64,66.67
18466,1132,1513,2012-05-21,0,NotLate,2694.01,24,120.97,994.31,7.11
21827,1002,1513,2012-11-09,0,Late,1351.78,25,56.96,109.92,13.22
18849,407,1513,2012-08-05,0,Late,539.6,39,13.79,-6.5,8.78
13157,1006,1513,2012-02-11,0,NotLate,38.93,2,20.99,-102.43,4.81
18466,406,1513,2012-05-21,0,Late,270.16,25,11.09,16.92,5.25
18849,406,1513,2012-08-05,0,NotLate,471.87,43,11.09,52.27,5.25
21827,726,1513,2012-11-09,0,NotLate,1560.96,21,73.98,-120.27,4.0
18402,987,1513,2009-08-29,0,Late,1548.45,5,284.98,-224.2,69.55
24548,777,1513,2011-03-14,0,NotLate,269.3,32,7.96,22.38,4.95
18402,450,1513,2009-08-29,0,NotLate,56.07,3,12.99,10.49,14.37
12352,143,67,2012-03-23,0,NotLate,36.86,5,5.81,-32.82,8.49
40132,1238,67,2012-02-23,1,Late,347.47,16,22.38,-86.2,15.1
40132,815,67,2012-02-23,1,Late,1363.0,26,50.98,149.83,14.19
40132,924,67,2012-02-23,1,Late,4698.5,36,124.49,-219.38,51.94
6695,143,635,2012-06-27,1,NotLate,295.24,49,5.81,-279.93,8.49
37447,143,709,2009-07-08,0,Late,139.45,23,5.81,-137.49,8.49
1444,362,709,2009-12-05,0,Late,21717.36,32,699.99,8249.86,24.49
22242,1178,709,2009-06-15,0,Late,329.91,50,6.48,-279.93,9.54
13476,41,709,2010-10-16,0,NotLate,173.33,3,52.99,-121.39,19.99
26912,709,709,2012-04-27,0,Late,1090.11,21,53.98,55.87,5.5
17410,576,709,2010-09-01,0,Late,284.6735,5,65.99,-247.24,8.99
27938,182,709,2009-05-05,0,NotLate,1233.51,40,30.98,308.67,9.18
16036,143,841,2012-01-05,0,Late,169.22,28,5.81,-165.11,8.49
16036,865,841,2012-01-05,0,NotLate,1319.421,10,155.99,-268.87,8.08
33154,314,841,2010-08-03,0,Late,368.0245,7,65.99,-218.81,4.2
16036,240,841,2012-01-05,0,NotLate,550.93,33,17.7,-141.6,9.47
39331,143,1191,2011-09-13,0,NotLate,149.4,23,5.81,-126.05,8.49
43494,1209,1614,2012-01-03,1,NotLate,3668.28,2,1938.02,-4858.67,13.99
48192,1023,1614,2009-12-16,0,NotLate,2277.67,15,140.98,-173.96,36.09
54180,596,1614,2012-10-22,0,Late,913.99,43,21.38,-57.75,8.99
43846,503,1614,2009-02-26,0,NotLate,31.36,9,3.6,-8.28,2.2
48935,564,1614,2010-01-07,0,Late,106.2,21,4.91,48.76,0.5
50148,1209,1812,2012-02-01,0,Late,17965.45,9,1938.02,3459.43,13.99
52518,1221,1812,2012-04-03,1,NotLate,168.99,8,20.95,-47.37,4.0
24996,1119,1812,2011-09-25,0,NotLate,1793.24,36,46.89,739.36,5.1
24996,1218,1812,2011-09-25,0,Late,143.667,2,85.99,-363.55,1.25
26723,1125,1812,2011-03-03,0,Late,441.8045,8,65.99,-201.49,7.69
1857,1038,1812,2010-01-12,0,NotLate,199.76,37,5.58,20.0,1.99
37095,1180,1812,2009-03-10,0,Late,18888.0,3,6783.02,-14140.7,24.49
12485,316,50,2010-08-07,0,NotLate,5407.31,24,226.67,1068.48,28.16
24515,111,50,2010-05-06,0,Late,3051.27,41,80.97,121.48,33.6
25733,869,50,2012-05-12,0,Late,557.23,24,24.92,-42.99,12.98
58502,316,178,2010-02-12,0,Late,5186.31,23,226.67,1009.38,28.16
50471,316,654,2012-01-03,0,Late,5859.25,25,226.67,1358.53,28.16
12544,364,96,2009-03-03,0,Late,74.3,34,2.08,-129.01,5.33
12929,414,96,2010-08-30,0,NotLate,5297.47,19,270.98,-158.93,50.0
12929,244,96,2010-08-30,0,NotLate,95.3,20,4.48,29.68,1.22
27553,279,96,2011-08-12,0,Late,18235.47,48,370.98,1166.93,99.0
27553,480,96,2011-08-12,0,Late,2631.107,16,179.99,297.11,13.99
52964,411,96,2010-03-31,0,NotLate,5735.79,44,136.98,828.27,24.49
51938,847,96,2011-05-17,0,Late,503.3275,5,125.99,-488.31,5.63
58368,364,119,2012-07-09,1,Late,14.23,4,2.08,-4.43,5.33
58368,1178,119,2012-07-09,1,NotLate,272.07,39,6.48,-206.46,9.54
58368,748,119,2012-07-09,1,NotLate,325.43,5,64.98,-76.11,6.88
58656,364,422,2010-12-04,0,Late,11.01,3,2.08,-1.42,5.33
58656,1160,422,2010-12-04,0,Late,39.44,5,6.75,-0.94,2.99
58054,364,536,2011-01-04,0,NotLate,61.4,26,2.08,-92.11,5.33
32230,481,536,2012-08-19,0,NotLate,1753.75,46,39.98,215.11,9.2
42848,741,536,2012-10-06,0,Late,387.79,50,7.64,-56.51,5.83
57092,855,536,2010-05-01,0,NotLate,2820.6995,29,110.99,601.34,8.99
51559,72,536,2012-03-04,1,Late,823.98,34,25.98,129.81,4.08
46434,305,536,2010-04-01,0,NotLate,800.39,34,24.95,270.29,2.99
51623,364,783,2009-01-13,0,NotLate,39.23,17,2.08,-66.58,5.33
38403,1250,783,2011-05-21,0,Late,142.1,49,2.88,37.03,0.99
58151,1160,783,2009-09-29,0,NotLate,211.48,33,6.75,18.15,2.99
43488,300,783,2012-06-18,1,NotLate,547.32,28,20.24,42.39,6.67
43488,637,783,2012-06-18,1,NotLate,2116.2,46,48.92,483.67,4.5
43488,781,783,2012-06-18,1,Late,192.44,13,14.48,6.77,6.46
58151,304,783,2009-09-29,0,NotLate,5601.1,38,142.86,1515.7,19.99
40833,53,783,2010-07-15,0,Late,2688.0825,48,65.99,844.82,2.5
43488,1235,783,2012-06-18,1,NotLate,766.36,46,15.57,399.12,1.39
43488,54,783,2012-06-18,1,Late,1294.35,3,449.99,-1569.06,24.49
57699,364,1059,2012-11-10,0,Late,43.94,20,2.08,-72.23,5.33
57699,1039,1059,2012-11-10,0,Late,1857.88,47,40.98,752.96,1.99
57699,1062,1059,2012-11-10,0,Late,2160.83,36,60.98,485.02,19.99
22916,277,1059,2012-02-02,0,NotLate,122.02,18,6.48,-115.0,10.05
34883,853,1059,2009-11-04,0,NotLate,906.015,31,35.99,248.67,5.99
47747,364,1139,2011-11-21,0,Late,102.15,40,2.08,-138.51,5.33
23556,1042,1139,2011-01-09,0,NotLate,11747.97,34,363.25,3302.03,19.99
20964,975,1139,2012-03-30,0,Late,629.5865,11,65.99,-120.09,8.99
41825,1118,1139,2009-08-22,0,NotLate,3277.39,43,73.98,286.01,4.0
10243,1082,1139,2011-12-24,0,NotLate,28.41,12,1.98,-44.08,4.77
22851,364,1156,2009-03-01,0,Late,32.37,13,2.08,-48.55,5.33
29156,829,1156,2010-02-24,0,Late,208.77,10,20.97,-76.58,4.0
20773,537,1156,2009-03-05,0,NotLate,479.96,44,10.91,122.54,2.99
22851,617,1156,2009-03-01,0,NotLate,667.36,25,28.48,218.89,1.99
30081,930,1156,2011-12-17,0,Late,213.49,26,8.04,-136.45,8.94
22851,1149,1156,2009-03-01,0,NotLate,1409.0875,38,45.99,233.56,4.99
44871,470,1156,2011-05-03,0,Late,94.46,27,3.28,-75.09,4.2
6054,364,1467,2011-09-08,1,Late,27.32,6,2.08,-5.87,5.33
1637,704,1467,2011-02-07,0,NotLate,1024.29,10,99.99,-95.52,19.99
11680,1222,1467,2009-09-04,0,Late,7312.0315,50,175.99,2031.51,8.99
1637,351,1467,2011-02-07,0,Late,1348.57,47,30.98,19.57,8.99
6054,790,1467,2011-09-08,1,Late,643.31,43,15.42,-231.34,10.68
1637,1107,1467,2011-02-07,0,NotLate,1225.52,36,35.48,-1191.13,35.0
33763,1102,138,2010-09-23,0,Late,10791.38,23,499.99,-234.79,24.49
10435,740,138,2010-08-10,0,Late,871.25,38,22.99,-14.31,8.99
10435,876,138,2010-08-10,0,NotLate,537.87,46,11.66,-162.24,7.95
15463,492,138,2010-07-24,0,Late,293.3,48,5.98,-193.48,7.5
19042,1008,138,2009-03-01,0,NotLate,327.61,8,40.98,54.9,7.47
22656,960,138,2010-12-22,1,Late,309.3,10,30.98,-77.89,6.5
5988,1102,195,2010-11-21,0,NotLate,19109.61,40,499.99,-379.29,24.49
294,578,195,2010-07-15,0,NotLate,6375.28,35,193.17,489.02,19.99
27105,773,195,2011-02-16,0,NotLate,223.74,37,5.98,39.63,2.5
28802,830,195,2010-11-04,0,Late,336.25,36,8.34,25.95,4.82
24064,185,195,2010-07-25,0,Late,6366.52,23,297.64,935.8,14.7
27105,172,195,2011-02-16,0,NotLate,26.82,2,10.4,26.21,5.4
28802,646,195,2010-11-04,0,Late,413.8,23,17.67,51.36,8.99
28802,967,195,2010-11-04,0,Late,4001.4685,22,205.99,884.91,3.0
34241,6,195,2012-10-08,0,NotLate,207.55,4,52.71,16.23,2.5
50503,258,195,2012-11-21,0,Late,1538.8655,28,65.99,-186.33,19.99
53536,814,195,2012-10-30,1,Late,738.69,35,22.98,109.16,7.58
53536,289,195,2012-10-30,1,Late,1015.4,5,179.29,-234.59,56.2
58917,1102,959,2012-03-02,0,NotLate,14300.26,27,499.99,6279.18,24.49
3841,264,959,2009-10-04,0,Late,25409.63,20,1270.99,11535.28,19.99
8000,690,959,2010-09-19,0,Late,149.25,10,15.01,-26.81,8.4
3841,295,959,2009-10-04,0,Late,1184.45,19,60.98,-552.1,49.0
58917,795,959,2012-03-02,0,NotLate,62.88,3,21.98,-25.96,2.87
59937,498,959,2009-12-28,1,NotLate,235.98,7,30.98,-32.28,17.08
3841,167,959,2009-10-04,0,Late,7308.283,43,205.99,1680.23,8.99
8000,912,959,2010-09-19,0,Late,10.14,1,4.82,-7.61,5.24
27746,1102,1028,2010-12-04,0,NotLate,1540.77,3,499.99,-1572.64,24.49
13953,1003,1028,2011-05-31,0,Late,381.24,32,11.34,67.6,5.01
11684,700,1028,2012-07-27,0,Late,1173.5,8,140.81,53.87,24.49
10851,88,1028,2009-04-06,0,NotLate,570.5285,14,45.99,3.96,4.99
23681,379,1028,2012-05-19,0,Late,4182.52,42,95.99,-785.36,35.0
48128,1102,1357,2012-04-11,0,NotLate,2600.44,5,499.99,-921.94,24.49
21635,869,1357,2009-12-02,0,NotLate,65.31,2,24.92,-34.42,12.98
11426,511,1357,2009-05-07,1,NotLate,333.68,19,16.48,81.96,1.99
12869,1097,1357,2009-01-25,0,Late,1532.482,15,125.99,-43.0,8.99
23168,1102,1502,2010-09-15,1,Late,23949.51,46,499.99,-1312.84,24.49
21191,811,1502,2012-11-14,0,NotLate,7235.83,48,140.99,3496.37,13.99
23235,575,1502,2011-07-05,0,Late,17.43,6,2.88,2.45,0.5
17700,1092,1502,2012-10-27,0,NotLate,2305.75,20,113.64,-530.68,35.0
258,718,670,2010-12-28,0,NotLate,201.36,7,20.98,-284.4,53.03
4773,802,670,2011-12-22,0,NotLate,311.38,26,11.58,34.12,5.72
258,588,670,2010-12-28,0,Late,154.35,21,6.48,-91.14,8.74
57666,718,955,2009-05-22,0,NotLate,941.99,44,20.98,-2111.36,53.03
8162,996,955,2009-10-07,0,Late,5450.6,42,140.85,10.86,19.99
35841,798,955,2011-05-08,0,NotLate,5163.0105,48,125.99,1448.33,8.08
6148,892,955,2011-12-24,0,NotLate,510.56,50,10.64,-29.4,5.16
38789,892,955,2010-11-14,0,NotLate,96.52,9,10.64,16.78,5.16
8162,688,955,2009-10-07,0,NotLate,670.39,25,27.48,-82.26,4.0
8162,107,955,2009-10-07,0,NotLate,5618.4,32,179.99,1314.12,19.99
56288,862,955,2010-06-30,0,NotLate,1287.94,37,35.89,140.35,14.72
19874,757,955,2012-06-08,0,NotLate,310.46,31,9.71,-182.52,9.45
37734,715,955,2009-12-26,0,NotLate,1393.39,15,100.97,84.15,7.18
