productid,customerid,orderdate,sales,customer_name,product_name
34,72,1-7-2008,516.0,Wartian Herkku,Fløtemysost
34,72,23-2-2008,688.0,Wartian Herkku,Fløtemysost
34,72,8-2-2008,516.0,Wartian Herkku,Fløtemysost
34,74,16-4-2008,103.2,Folk och fä HB,Fløtemysost
34,75,18-11-2008,193.5,Rattlesnake Canyon Grocery,Fløtemysost
34,75,8-5-2008,1032.0,Rattlesnake Canyon Grocery,Fløtemysost
34,76,14-5-2008,258.0,Ottilies Käseladen,Fløtemysost
34,77,4-3-2009,172.0,Que Delícia,Fløtemysost
34,79,13-8-2009,451.5,Ernst Handel,Fløtemysost
34,79,16-4-2009,344.0,Ernst Handel,Fløtemysost
34,79,17-1-2009,301.0,Ernst Handel,Fløtemysost
34,80,30-6-2009,645.0,HILARIÓN-Abastos,Fløtemysost
34,84,26-8-2009,645.0,Suprêmes délices,Fløtemysost
34,84,3-7-2008,860.0,Suprêmes délices,Fløtemysost
34,85,23-9-2008,193.5,Hanari Carnes,Fløtemysost
34,88,12-12-2007,344.0,Vins et alcools Chevalier,Fløtemysost
35,4,18-4-2009,186.0,The Cracker Box,Ikura
35,17,3-2-2009,620.0,Gourmet Lanchonetes,Ikura
35,22,18-7-2009,930.0,Bottom-Dollar Markets,Ikura
35,22,26-4-2008,396.8,Bottom-Dollar Markets,Ikura
35,27,18-10-2008,155.0,Galería del gastrónomo,Ikura
35,28,17-7-2009,775.0,Vaffeljernet,Ikura
35,28,5-2-2009,558.0,Vaffeljernet,Ikura
35,32,6-5-2009,1116.0,Seven Seas Imports,Ikura
35,39,6-3-2009,496.0,Mère Paillarde,Ikura
35,40,19-5-2009,465.0,Bon app',Ikura
35,40,27-2-2009,651.0,Bon app',Ikura
35,41,15-1-2009,744.0,Furia Bacalhau e Frutos do Mar,Ikura
35,43,26-2-2009,558.0,Save-a-lot Markets,Ikura
35,43,2-12-2008,2170.0,Save-a-lot Markets,Ikura
35,48,28-11-2008,310.0,Du monde entier,Ikura
35,52,13-6-2009,310.0,Godos Cocina Típica,Ikura
35,54,1-1-2009,558.0,Hungry Owl All-Night Grocers,Ikura
35,60,26-3-2008,744.0,LILA-Supermercado,Ikura
35,63,9-7-2009,620.0,Berglunds snabbköp,Ikura
35,63,5-9-2008,62.0,Berglunds snabbköp,Ikura
35,65,27-1-2009,62.0,Tortuga Restaurante,Ikura
35,65,14-12-2007,372.0,Tortuga Restaurante,Ikura
35,67,11-12-2007,595.2,QUICK-Stop,Ikura
35,70,24-4-2009,310.0,GROSELLA-Restaurante,Ikura
35,73,25-6-2008,347.2,Blondel père et fils,Ikura
35,75,10-9-2009,31.0,Rattlesnake Canyon Grocery,Ikura
35,76,19-8-2009,744.0,Ottilies Käseladen,Ikura
35,79,3-6-2009,3100.0,Ernst Handel,Ikura
35,83,2-9-2008,496.0,Chop-suey Chinese,Ikura
35,84,27-5-2009,496.0,Suprêmes délices,Ikura
35,85,20-6-2009,2170.0,Hanari Carnes,Ikura
35,86,23-7-2008,496.0,Victuailles en stock,Ikura
35,86,26-6-2008,496.0,Victuailles en stock,Ikura
36,5,23-1-2009,276.0,Wilman Kala,Ipoh Coffee
36,8,7-4-2009,1380.0,Maison Dewey,Ipoh Coffee
36,10,14-5-2009,322.0,Cactus Comidas para llevar,Ipoh Coffee
36,22,1-8-2009,414.0,Bottom-Dollar Markets,Ipoh Coffee
36,23,21-5-2009,414.0,Santé Gourmet,Ipoh Coffee
36,26,8-9-2009,1656.0,Queen Cozinha,Ipoh Coffee
36,29,20-8-2008,690.0,Antonio Moreno Taquería,Ipoh Coffee
36,31,5-8-2009,276.0,Eastern Connection,Ipoh Coffee
36,34,12-9-2008,1150.0,Piccolo und mehr,Ipoh Coffee
36,35,8-7-2009,460.0,La maison d'Asie,Ipoh Coffee
36,40,5-3-2008,1472.0,Bon app',Ipoh Coffee
36,41,9-7-2008,110.4,Furia Bacalhau e Frutos do Mar,Ipoh Coffee
36,44,12-7-2008,552.0,Königlich Essen,Ipoh Coffee
36,51,20-2-2009,1104.0,Old World Delicatessen,Ipoh Coffee
36,53,29-1-2008,883.2,Die Wandernde Kuh,Ipoh Coffee
36,54,25-1-2008,736.0,Hungry Owl All-Night Grocers,Ipoh Coffee
36,57,19-8-2009,1380.0,B's Beverages,Ipoh Coffee
36,63,5-9-2008,2760.0,Berglunds snabbköp,Ipoh Coffee
36,65,27-5-2009,230.0,Tortuga Restaurante,Ipoh Coffee
36,67,15-7-2009,1104.0,QUICK-Stop,Ipoh Coffee
36,67,7-2-2009,1840.0,QUICK-Stop,Ipoh Coffee
36,72,7-12-2007,920.0,Wartian Herkku,Ipoh Coffee
36,75,5-1-2008,552.0,Rattlesnake Canyon Grocery,Ipoh Coffee
36,81,30-12-2008,920.0,Wellington Importadora,Ipoh Coffee
36,84,3-7-2008,736.0,Suprêmes délices,Ipoh Coffee
36,84,16-1-2008,441.6,Suprêmes délices,Ipoh Coffee
36,85,1-9-2009,1380.0,Hanari Carnes,Ipoh Coffee
36,86,12-5-2009,920.0,Victuailles en stock,Ipoh Coffee
37,2,29-7-2009,1733.06,France restauration,Thüringer Rostbratwurst
37,4,12-12-2008,742.74,The Cracker Box,Thüringer Rostbratwurst
37,9,12-8-2009,247.58,Great Lakes Food Market,Thüringer Rostbratwurst
37,28,10-7-2008,1782.0,Vaffeljernet,Thüringer Rostbratwurst
37,31,8-5-2008,2079.0,Eastern Connection,Thüringer Rostbratwurst
37,35,25-4-2009,2475.8,La maison d'Asie,Thüringer Rostbratwurst
37,38,13-8-2009,1237.9,Princesa Isabel Vinhos,Thüringer Rostbratwurst
37,42,5-5-2009,2475.8,Bólido Comidas preparadas,Thüringer Rostbratwurst
37,43,22-8-2009,7427.4,Save-a-lot Markets,Thüringer Rostbratwurst
37,43,23-8-2008,4456.44,Save-a-lot Markets,Thüringer Rostbratwurst
37,43,17-6-2008,2376.0,Save-a-lot Markets,Thüringer Rostbratwurst
37,44,25-6-2009,2970.96,Königlich Essen,Thüringer Rostbratwurst
37,45,21-3-2008,396.0,Pericles Comidas clásicas,Thüringer Rostbratwurst
37,51,19-1-2008,2475.0,Old World Delicatessen,Thüringer Rostbratwurst
37,52,17-12-2008,2475.8,Godos Cocina Típica,Thüringer Rostbratwurst
37,54,3-7-2009,7427.4,Hungry Owl All-Night Grocers,Thüringer Rostbratwurst
37,54,26-6-2009,9903.2,Hungry Owl All-Night Grocers,Thüringer Rostbratwurst
37,54,4-2-2009,1237.9,Hungry Owl All-Night Grocers,Thüringer Rostbratwurst
37,55,22-5-2009,990.32,Tradição Hipermercados,Thüringer Rostbratwurst
37,56,2-1-2008,1485.0,Comércio Mineiro,Thüringer Rostbratwurst
37,62,16-4-2009,2228.22,Lehmanns Marktstand,Thüringer Rostbratwurst
37,63,4-6-2009,1237.9,Berglunds snabbköp,Thüringer Rostbratwurst
37,67,7-2-2009,4951.6,QUICK-Stop,Thüringer Rostbratwurst
37,68,8-4-2008,1980.0,Split Rail Beer & Ale,Thüringer Rostbratwurst
37,70,5-12-2007,990.0,GROSELLA-Restaurante,Thüringer Rostbratwurst
37,71,29-4-2009,1733.06,Frankenversand,Thüringer Rostbratwurst
37,72,4-11-2008,1237.9,Wartian Herkku,Thüringer Rostbratwurst
37,73,29-3-2008,3465.0,Blondel père et fils,Thüringer Rostbratwurst
37,74,6-8-2009,6189.5,Folk och fä HB,Thüringer Rostbratwurst
37,79,13-2-2009,1485.48,Ernst Handel,Thüringer Rostbratwurst
37,79,19-4-2008,1386.0,Ernst Handel,Thüringer Rostbratwurst
37,82,17-1-2009,4456.44,Richter Supermarkt,Thüringer Rostbratwurst
38,0,10-7-2009,360.0,La corne d'abondance,Lakkalikööri
38,2,5-6-2009,360.0,France restauration,Lakkalikööri
38,3,17-2-2009,270.0,Alfreds Futterkiste,Lakkalikööri
38,5,17-6-2009,180.0,Wilman Kala,Lakkalikööri
38,8,12-8-2009,108.0,Maison Dewey,Lakkalikööri
38,12,1-11-2008,252.0,Blauer See Delikatessen,Lakkalikööri
38,17,14-3-2009,360.0,Gourmet Lanchonetes,Lakkalikööri
38,19,4-8-2009,180.0,Océano Atlántico Ltda,Lakkalikööri
38,26,24-7-2009,1080.0,Queen Cozinha,Lakkalikööri
38,27,10-7-2009,90.0,Galería del gastrónomo,Lakkalikööri
38,28,7-5-2008,504.0,Vaffeljernet,Lakkalikööri
38,30,2-4-2008,172.8,Drachenblut Delikatessen,Lakkalikööri
38,34,12-9-2008,900.0,Piccolo und mehr,Lakkalikööri
38,35,31-5-2008,288.0,La maison d'Asie,Lakkalikööri
38,35,21-5-2008,201.6,La maison d'Asie,Lakkalikööri
38,40,13-3-2009,360.0,Bon app',Lakkalikööri
38,41,22-11-2008,180.0,Furia Bacalhau e Frutos do Mar,Lakkalikööri
38,43,2-12-2008,1440.0,Save-a-lot Markets,Lakkalikööri
38,44,18-12-2008,630.0,Königlich Essen,Lakkalikööri
38,46,27-3-2009,180.0,Island Trading,Lakkalikööri
38,46,6-2-2008,86.4,Island Trading,Lakkalikööri
38,50,16-1-2009,180.0,Lonesome Pine Restaurant,Lakkalikööri
38,51,8-5-2009,900.0,Old World Delicatessen,Lakkalikööri
38,54,17-2-2009,630.0,Hungry Owl All-Night Grocers,Lakkalikööri
38,62,13-11-2008,72.0,Lehmanns Marktstand,Lakkalikööri
38,62,7-3-2008,216.0,Lehmanns Marktstand,Lakkalikööri
38,63,23-5-2009,378.0,Berglunds snabbköp,Lakkalikööri
38,64,25-10-2008,180.0,Morgenstern Gesundkost,Lakkalikööri
38,65,7-2-2008,432.0,Tortuga Restaurante,Lakkalikööri
38,67,6-8-2009,1620.0,QUICK-Stop,Lakkalikööri
38,67,24-7-2009,792.0,QUICK-Stop,Lakkalikööri
38,67,11-12-2007,475.2,QUICK-Stop,Lakkalikööri
38,71,4-12-2007,216.0,Frankenversand,Lakkalikööri
38,73,17-10-2008,180.0,Blondel père et fils,Lakkalikööri
38,74,1-9-2009,900.0,Folk och fä HB,Lakkalikööri
38,74,10-6-2008,259.2,Folk och fä HB,Lakkalikööri
38,75,21-10-2008,540.0,Rattlesnake Canyon Grocery,Lakkalikööri
38,82,10-9-2009,36.0,Richter Supermarkt,Lakkalikööri
38,84,19-7-2008,604.8,Suprêmes délices,Lakkalikööri
39,4,11-8-2009,184.0,The Cracker Box,Boston Crab Meat
39,5,17-6-2009,220.8,Wilman Kala,Boston Crab Meat
39,7,24-10-2008,36.8,Trail's Head Gourmet Provisioners,Boston Crab Meat
39,8,31-7-2009,184.0,Maison Dewey,Boston Crab Meat
39,14,26-7-2008,147.0,Lazy K Kountry Store,Boston Crab Meat
39,15,24-6-2008,294.0,Rancho grande,Boston Crab Meat
39,18,7-5-2009,18.4,Franchi SpA,Boston Crab Meat
39,21,7-7-2009,368.0,LINO-Delicateses,Boston Crab Meat
39,21,9-5-2009,552.0,LINO-Delicateses,Boston Crab Meat
39,22,6-6-2008,735.0,Bottom-Dollar Markets,Boston Crab Meat
39,26,11-3-2009,110.4,Queen Cozinha,Boston Crab Meat
39,26,10-1-2009,441.6,Queen Cozinha,Boston Crab Meat
39,26,14-5-2008,29.4,Queen Cozinha,Boston Crab Meat
39,28,24-3-2009,920.0,Vaffeljernet,Boston Crab Meat
39,28,10-7-2008,294.0,Vaffeljernet,Boston Crab Meat
39,29,17-9-2008,184.0,Antonio Moreno Taquería,Boston Crab Meat
39,36,13-3-2008,58.8,Familia Arquibaldo,Boston Crab Meat
39,40,15-1-2009,552.0,Bon app',Boston Crab Meat
39,40,6-9-2008,276.0,Bon app',Boston Crab Meat
39,43,27-3-2009,736.0,Save-a-lot Markets,Boston Crab Meat
39,43,26-11-2008,772.8,Save-a-lot Markets,Boston Crab Meat
39,44,13-5-2009,1104.0,Königlich Essen,Boston Crab Meat
39,45,18-7-2008,308.7,Pericles Comidas clásicas,Boston Crab Meat
39,52,17-1-2008,588.0,Godos Cocina Típica,Boston Crab Meat
39,53,15-1-2008,147.0,Die Wandernde Kuh,Boston Crab Meat
39,54,4-9-2009,736.0,Hungry Owl All-Night Grocers,Boston Crab Meat
39,57,29-7-2008,147.0,B's Beverages,Boston Crab Meat
39,62,16-9-2008,184.0,Lehmanns Marktstand,Boston Crab Meat
39,62,4-9-2008,460.0,Lehmanns Marktstand,Boston Crab Meat
39,63,23-5-2009,460.0,Berglunds snabbköp,Boston Crab Meat
39,63,23-10-2008,920.0,Berglunds snabbköp,Boston Crab Meat
39,66,1-4-2009,55.2,Magazzini Alimentari Riuniti,Boston Crab Meat
39,67,10-1-2009,1288.0,QUICK-Stop,Boston Crab Meat
39,67,26-12-2007,588.0,QUICK-Stop,Boston Crab Meat
39,67,11-12-2007,882.0,QUICK-Stop,Boston Crab Meat
39,71,4-12-2007,735.0,Frankenversand,Boston Crab Meat
39,76,31-1-2009,368.0,Ottilies Käseladen,Boston Crab Meat
39,79,25-6-2009,1674.4,Ernst Handel,Boston Crab Meat
39,80,27-12-2008,1104.0,HILARIÓN-Abastos,Boston Crab Meat
39,80,12-8-2008,92.0,HILARIÓN-Abastos,Boston Crab Meat
39,84,26-8-2009,92.0,Suprêmes délices,Boston Crab Meat
40,5,11-2-2009,152.0,Wilman Kala,Queso Manchego La Pastora
40,17,29-8-2009,152.0,Gourmet Lanchonetes,Queso Manchego La Pastora
40,39,14-6-2008,456.0,Mère Paillarde,Queso Manchego La Pastora
40,43,28-1-2009,3800.0,Save-a-lot Markets,Queso Manchego La Pastora
40,44,3-3-2009,1368.0,Königlich Essen,Queso Manchego La Pastora
40,50,18-8-2009,760.0,Lonesome Pine Restaurant,Queso Manchego La Pastora
40,53,28-8-2009,760.0,Die Wandernde Kuh,Queso Manchego La Pastora
40,60,25-9-2008,1140.0,LILA-Supermercado,Queso Manchego La Pastora
40,62,18-9-2008,570.0,Lehmanns Marktstand,Queso Manchego La Pastora
40,72,1-12-2007,364.8,Wartian Herkku,Queso Manchego La Pastora
40,75,10-9-2009,76.0,Rattlesnake Canyon Grocery,Queso Manchego La Pastora
40,79,31-7-2009,760.0,Ernst Handel,Queso Manchego La Pastora
40,79,28-7-2009,1140.0,Ernst Handel,Queso Manchego La Pastora
40,79,20-12-2008,1368.0,Ernst Handel,Queso Manchego La Pastora
41,0,29-7-2009,234.0,La corne d'abondance,Alice Mutton
41,22,18-7-2009,234.0,Bottom-Dollar Markets,Alice Mutton
41,22,6-6-2008,1560.0,Bottom-Dollar Markets,Alice Mutton
41,24,22-5-2008,62.4,Hungry Coyote Import Store,Alice Mutton
41,29,24-10-2008,702.0,Antonio Moreno Taquería,Alice Mutton
41,32,5-9-2008,975.0,Seven Seas Imports,Alice Mutton
41,34,4-2-2009,1170.0,Piccolo und mehr,Alice Mutton
41,34,12-9-2008,1560.0,Piccolo und mehr,Alice Mutton
41,39,4-3-2008,2184.0,Mère Paillarde,Alice Mutton
41,40,12-6-2009,624.0,Bon app',Alice Mutton
41,42,5-5-2009,1560.0,Bólido Comidas preparadas,Alice Mutton
41,43,5-9-2009,3003.0,Save-a-lot Markets,Alice Mutton
41,43,26-2-2009,1053.0,Save-a-lot Markets,Alice Mutton
41,43,26-11-2008,3900.0,Save-a-lot Markets,Alice Mutton
41,48,23-6-2009,585.0,Du monde entier,Alice Mutton
41,51,1-3-2008,624.0,Old World Delicatessen,Alice Mutton
41,52,3-7-2009,468.0,Godos Cocina Típica,Alice Mutton
41,52,2-10-2008,312.0,Godos Cocina Típica,Alice Mutton
41,58,10-3-2009,780.0,Reggiani Caseifici,Alice Mutton
41,59,3-9-2009,468.0,Ricardo Adocicados,Alice Mutton
41,62,19-12-2007,468.0,Lehmanns Marktstand,Alice Mutton
41,63,19-6-2008,312.0,Berglunds snabbköp,Alice Mutton
41,65,4-7-2009,390.0,Tortuga Restaurante,Alice Mutton
41,65,7-2-2008,249.6,Tortuga Restaurante,Alice Mutton
41,69,6-6-2009,1638.0,White Clover Markets,Alice Mutton
41,69,12-2-2009,780.0,White Clover Markets,Alice Mutton
41,73,30-11-2007,936.0,Blondel père et fils,Alice Mutton
41,75,2-6-2009,234.0,Rattlesnake Canyon Grocery,Alice Mutton
41,75,15-10-2008,624.0,Rattlesnake Canyon Grocery,Alice Mutton
41,75,12-3-2008,1123.2,Rattlesnake Canyon Grocery,Alice Mutton
41,75,5-1-2008,468.0,Rattlesnake Canyon Grocery,Alice Mutton
41,79,30-4-2009,1365.0,Ernst Handel,Alice Mutton
41,79,17-4-2009,1287.0,Ernst Handel,Alice Mutton
41,79,13-2-2009,312.0,Ernst Handel,Alice Mutton
41,79,6-6-2008,1404.0,Ernst Handel,Alice Mutton
41,84,16-1-2008,1248.0,Suprêmes délices,Alice Mutton
41,85,8-7-2009,585.0,Hanari Carnes,Alice Mutton
42,6,3-3-2009,77.67,Let's Stop N Shop,Nord-Ost Matjeshering
42,17,14-3-2009,388.35,Gourmet Lanchonetes,Nord-Ost Matjeshering
42,17,6-1-2009,51.78,Gourmet Lanchonetes,Nord-Ost Matjeshering
42,23,15-8-2009,388.35,Santé Gourmet,Nord-Ost Matjeshering
42,26,25-4-2009,388.35,Queen Cozinha,Nord-Ost Matjeshering
42,26,11-3-2009,388.35,Queen Cozinha,Nord-Ost Matjeshering
42,31,13-9-2008,388.35,Eastern Connection,Nord-Ost Matjeshering
42,36,3-1-2009,776.7,Familia Arquibaldo,Nord-Ost Matjeshering
42,37,5-5-2009,647.25,Simons bistro,Nord-Ost Matjeshering
42,44,25-6-2009,906.15,Königlich Essen,Nord-Ost Matjeshering
42,44,12-7-2008,165.6,Königlich Essen,Nord-Ost Matjeshering
42,51,1-3-2008,310.5,Old World Delicatessen,Nord-Ost Matjeshering
42,54,26-6-2009,932.04,Hungry Owl All-Night Grocers,Nord-Ost Matjeshering
42,54,18-4-2008,372.6,Hungry Owl All-Night Grocers,Nord-Ost Matjeshering
42,55,22-5-2009,517.8,Tradição Hipermercados,Nord-Ost Matjeshering
42,60,5-9-2009,103.56,LILA-Supermercado,Nord-Ost Matjeshering
42,60,5-7-2008,579.6,LILA-Supermercado,Nord-Ost Matjeshering
42,61,7-7-2009,25.89,Romero y tomillo,Nord-Ost Matjeshering
42,61,22-1-2008,207.0,Romero y tomillo,Nord-Ost Matjeshering
42,61,21-12-2007,124.2,Romero y tomillo,Nord-Ost Matjeshering
42,62,24-6-2009,388.35,Lehmanns Marktstand,Nord-Ost Matjeshering
42,62,16-9-2008,258.9,Lehmanns Marktstand,Nord-Ost Matjeshering
42,62,4-9-2008,517.8,Lehmanns Marktstand,Nord-Ost Matjeshering
42,63,10-6-2009,1035.6,Berglunds snabbköp,Nord-Ost Matjeshering
42,63,5-9-2008,258.9,Berglunds snabbköp,Nord-Ost Matjeshering
42,68,20-2-2008,165.6,Split Rail Beer & Ale,Nord-Ost Matjeshering
42,71,11-10-2008,517.8,Frankenversand,Nord-Ost Matjeshering
42,74,16-2-2008,724.5,Folk och fä HB,Nord-Ost Matjeshering
42,75,8-5-2008,372.6,Rattlesnake Canyon Grocery,Nord-Ost Matjeshering
42,79,28-11-2007,1242.0,Ernst Handel,Nord-Ost Matjeshering
42,80,23-7-2009,776.7,HILARIÓN-Abastos,Nord-Ost Matjeshering
42,82,31-3-2009,776.7,Richter Supermarkt,Nord-Ost Matjeshering
43,6,19-6-2009,798.0,Let's Stop N Shop,Gnocchi di nonna Alice
43,8,26-6-2009,608.0,Maison Dewey,Gnocchi di nonna Alice
43,9,5-12-2008,532.0,Great Lakes Food Market,Gnocchi di nonna Alice
43,17,28-4-2009,760.0,Gourmet Lanchonetes,Gnocchi di nonna Alice
43,22,17-7-2009,684.0,Bottom-Dollar Markets,Gnocchi di nonna Alice
43,26,24-12-2008,2280.0,Queen Cozinha,Gnocchi di nonna Alice
43,27,3-6-2008,152.0,Galería del gastrónomo,Gnocchi di nonna Alice
43,33,22-4-2008,608.0,Around the Horn,Gnocchi di nonna Alice
43,38,10-6-2008,851.2,Princesa Isabel Vinhos,Gnocchi di nonna Alice
43,39,6-12-2008,760.0,Mère Paillarde,Gnocchi di nonna Alice
43,39,22-10-2008,2280.0,Mère Paillarde,Gnocchi di nonna Alice
43,40,2-4-2009,1140.0,Bon app',Gnocchi di nonna Alice
43,41,15-1-2009,456.0,Furia Bacalhau e Frutos do Mar,Gnocchi di nonna Alice
43,41,9-7-2008,912.0,Furia Bacalhau e Frutos do Mar,Gnocchi di nonna Alice
43,43,27-3-2009,1064.0,Save-a-lot Markets,Gnocchi di nonna Alice
43,43,26-2-2009,684.0,Save-a-lot Markets,Gnocchi di nonna Alice
43,43,9-1-2009,1710.0,Save-a-lot Markets,Gnocchi di nonna Alice
43,43,7-10-2008,1520.0,Save-a-lot Markets,Gnocchi di nonna Alice
43,46,27-3-2009,570.0,Island Trading,Gnocchi di nonna Alice
43,50,18-8-2009,190.0,Lonesome Pine Restaurant,Gnocchi di nonna Alice
43,51,3-6-2009,912.0,Old World Delicatessen,Gnocchi di nonna Alice
43,51,8-5-2009,760.0,Old World Delicatessen,Gnocchi di nonna Alice
43,53,15-1-2008,608.0,Die Wandernde Kuh,Gnocchi di nonna Alice
43,54,25-2-2009,1140.0,Hungry Owl All-Night Grocers,Gnocchi di nonna Alice
43,56,7-8-2008,912.0,Comércio Mineiro,Gnocchi di nonna Alice
43,57,16-7-2008,608.0,B's Beverages,Gnocchi di nonna Alice
43,58,10-3-2009,380.0,Reggiani Caseifici,Gnocchi di nonna Alice
43,62,9-8-2008,425.6,Lehmanns Marktstand,Gnocchi di nonna Alice
43,68,8-4-2008,547.2,Split Rail Beer & Ale,Gnocchi di nonna Alice
43,68,20-2-2008,364.8,Split Rail Beer & Ale,Gnocchi di nonna Alice
43,69,20-3-2009,532.0,White Clover Markets,Gnocchi di nonna Alice
43,69,15-11-2008,190.0,White Clover Markets,Gnocchi di nonna Alice
43,72,23-4-2009,760.0,Wartian Herkku,Gnocchi di nonna Alice
43,72,9-9-2008,1140.0,Wartian Herkku,Gnocchi di nonna Alice
43,73,12-6-2008,1216.0,Blondel père et fils,Gnocchi di nonna Alice
43,74,8-4-2009,2280.0,Folk och fä HB,Gnocchi di nonna Alice
43,75,14-5-2009,1140.0,Rattlesnake Canyon Grocery,Gnocchi di nonna Alice
43,75,8-5-2008,2128.0,Rattlesnake Canyon Grocery,Gnocchi di nonna Alice
43,75,12-3-2008,608.0,Rattlesnake Canyon Grocery,Gnocchi di nonna Alice
43,75,27-11-2007,60.8,Rattlesnake Canyon Grocery,Gnocchi di nonna Alice
43,79,27-8-2008,2660.0,Ernst Handel,Gnocchi di nonna Alice
43,79,6-6-2008,912.0,Ernst Handel,Gnocchi di nonna Alice
43,83,21-8-2009,760.0,Chop-suey Chinese,Gnocchi di nonna Alice
43,83,25-7-2009,456.0,Chop-suey Chinese,Gnocchi di nonna Alice
43,83,2-9-2008,1520.0,Chop-suey Chinese,Gnocchi di nonna Alice
43,84,27-5-2009,1140.0,Suprêmes délices,Gnocchi di nonna Alice
43,84,3-7-2008,456.0,Suprêmes délices,Gnocchi di nonna Alice
43,85,6-2-2009,760.0,Hanari Carnes,Gnocchi di nonna Alice
43,87,27-11-2008,1064.0,Toms Spezialitäten,Gnocchi di nonna Alice
43,88,8-1-2008,121.6,Vins et alcools Chevalier,Gnocchi di nonna Alice
44,0,5-6-2009,150.0,La corne d'abondance,Uncle Bob's Organic Dried Pears
44,17,28-4-2009,90.0,Gourmet Lanchonetes,Uncle Bob's Organic Dried Pears
44,19,23-7-2009,180.0,Océano Atlántico Ltda,Uncle Bob's Organic Dried Pears
44,20,20-12-2008,1050.0,Folies gourmandes,Uncle Bob's Organic Dried Pears
44,22,1-8-2009,600.0,Bottom-Dollar Markets,Uncle Bob's Organic Dried Pears
44,23,3-7-2009,360.0,Santé Gourmet,Uncle Bob's Organic Dried Pears
44,28,11-11-2008,300.0,Vaffeljernet,Uncle Bob's Organic Dried Pears
44,31,2-9-2009,1200.0,Eastern Connection,Uncle Bob's Organic Dried Pears
44,31,5-8-2009,1800.0,Eastern Connection,Uncle Bob's Organic Dried Pears
44,40,16-7-2009,240.0,Bon app',Uncle Bob's Organic Dried Pears
44,40,23-8-2008,1500.0,Bon app',Uncle Bob's Organic Dried Pears
44,43,26-11-2008,1350.0,Save-a-lot Markets,Uncle Bob's Organic Dried Pears
44,57,19-8-2009,120.0,B's Beverages,Uncle Bob's Organic Dried Pears
44,57,16-7-2008,720.0,B's Beverages,Uncle Bob's Organic Dried Pears
44,58,14-8-2009,600.0,Reggiani Caseifici,Uncle Bob's Organic Dried Pears
44,58,3-7-2009,600.0,Reggiani Caseifici,Uncle Bob's Organic Dried Pears
44,60,9-9-2009,450.0,LILA-Supermercado,Uncle Bob's Organic Dried Pears
44,67,24-7-2009,1350.0,QUICK-Stop,Uncle Bob's Organic Dried Pears
44,67,10-2-2009,2700.0,QUICK-Stop,Uncle Bob's Organic Dried Pears
44,68,23-4-2008,240.0,Split Rail Beer & Ale,Uncle Bob's Organic Dried Pears
44,74,11-8-2009,1800.0,Folk och fä HB,Uncle Bob's Organic Dried Pears
44,75,10-9-2009,30.0,Rattlesnake Canyon Grocery,Uncle Bob's Organic Dried Pears
44,75,5-8-2009,1800.0,Rattlesnake Canyon Grocery,Uncle Bob's Organic Dried Pears
44,75,27-11-2007,360.0,Rattlesnake Canyon Grocery,Uncle Bob's Organic Dried Pears
44,76,22-5-2009,600.0,Ottilies Käseladen,Uncle Bob's Organic Dried Pears
44,76,11-4-2009,1050.0,Ottilies Käseladen,Uncle Bob's Organic Dried Pears
44,79,31-7-2009,540.0,Ernst Handel,Uncle Bob's Organic Dried Pears
44,86,27-9-2008,300.0,Victuailles en stock,Uncle Bob's Organic Dried Pears
44,86,4-7-2008,384.0,Victuailles en stock,Uncle Bob's Organic Dried Pears
45,0,5-6-2009,60.0,La corne d'abondance,Outback Lager
45,7,15-5-2009,90.0,Trail's Head Gourmet Provisioners,Outback Lager
45,9,5-12-2008,225.0,Great Lakes Food Market,Outback Lager
45,11,3-9-2009,45.0,North/South,Outback Lager
45,11,29-8-2008,90.0,North/South,Outback Lager
45,13,8-5-2009,75.0,Laughing Bacchus Wine Cellars,Outback Lager
45,21,12-2-2009,450.0,LINO-Delicateses,Outback Lager
45,21,30-7-2008,720.0,LINO-Delicateses,Outback Lager
45,22,26-4-2008,360.0,Bottom-Dollar Markets,Outback Lager
45,26,10-1-2009,600.0,Queen Cozinha,Outback Lager
45,33,20-2-2009,420.0,Around the Horn,Outback Lager
45,33,28-6-2008,300.0,Around the Horn,Outback Lager
45,44,20-8-2008,210.0,Königlich Essen,Outback Lager
45,46,10-12-2008,300.0,Island Trading,Outback Lager
45,46,1-2-2008,360.0,Island Trading,Outback Lager
45,49,24-1-2008,60.0,Ana Trujillo Emparedados y helados,Outback Lager
45,52,26-8-2009,60.0,Godos Cocina Típica,Outback Lager
45,53,26-12-2008,225.0,Die Wandernde Kuh,Outback Lager
45,54,18-4-2008,360.0,Hungry Owl All-Night Grocers,Outback Lager
45,57,19-9-2008,105.0,B's Beverages,Outback Lager
45,58,4-9-2009,180.0,Reggiani Caseifici,Outback Lager
45,59,12-1-2008,240.0,Ricardo Adocicados,Outback Lager
45,60,22-4-2009,525.0,LILA-Supermercado,Outback Lager
45,65,27-5-2009,180.0,Tortuga Restaurante,Outback Lager
45,67,6-8-2009,300.0,QUICK-Stop,Outback Lager
45,67,10-2-2009,750.0,QUICK-Stop,Outback Lager
45,73,30-11-2007,240.0,Blondel père et fils,Outback Lager
45,74,17-6-2009,750.0,Folk och fä HB,Outback Lager
45,74,16-5-2009,135.0,Folk och fä HB,Outback Lager
45,76,24-11-2007,252.0,Ottilies Käseladen,Outback Lager
45,79,18-8-2009,450.0,Ernst Handel,Outback Lager
